Age,Gender,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
25,Female,Travel_Rarely,Sales,25,2,Other,1,1,1,Sales Executive,1,Divorced,2578.0,3,No,11,3,2,2,7,1,1,6,3,3,3,Yes
44,Female,Travel_Frequently,Research & Development,28,4,Other,2,2,5,Manager,4,Married,14579.0,6,No,12,3,3,0,23,0,3,23,22,3,22,No
26,Female,Travel_Rarely,Sales,27,3,Life Sciences,2,4,2,Sales Executive,3,Single,6661.0,3,Yes,14,3,1,0,7,2,1,1,0,0,0,No
54,Male,Travel_Rarely,Research & Development,8,2,Medical,2,4,3,Manufacturing Director,4,Married,11944.0,2,No,16,3,1,0,33,3,1,28,26,4,27,No
50,Female,Non-Travel,Research & Development,23,4,Human Resources,1,3,3,Sales Representative,2,Divorced,12267.0,0,No,14,3,1,3,30,3,2,24,21,4,24,No
59,Female,Travel_Rarely,Research & Development,26,1,Marketing,3,4,3,Manufacturing Director,3,Married,11390.0,8,No,14,3,1,1,38,2,1,32,30,2,28,No
41,Female,Travel_Rarely,Research & Development,14,5,Life Sciences,1,1,4,Human Resources,1,Married,12479.0,0,No,24,3,4,0,18,6,3,14,14,2,14,Yes
32,Male,Travel_Rarely,Research & Development,24,1,Life Sciences,4,2,5,Healthcare Representative,1,Divorced,14609.0,0,No,21,3,2,3,14,1,2,12,12,2,8,No
49,Female,Non-Travel,Sales,16,2,Other,4,1,2,Human Resources,4,Married,9108.0,0,No,20,3,2,0,31,5,4,31,31,0,29,No
49,Female,Non-Travel,Research & Development,29,4,Technical Degree,1,2,1,Sales Executive,1,Divorced,8340.0,4,Yes,20,3,3,0,27,1,2,23,21,2,22,Yes
41,Female,Travel_Rarely,Human Resources,4,3,Technical Degree,3,3,1,Manufacturing Director,2,Single,4278.0,6,No,12,4,2,1,19,5,1,15,14,2,14,No
58,Female,Non-Travel,Research & Development,18,4,Human Resources,2,2,5,Sales Representative,3,Married,16125.0,6,No,19,3,4,3,38,5,4,33,32,3,31,No
29,Female,Travel_Rarely,Research & Development,14,2,Medical,4,3,3,Research Scientist,2,Single,8085.0,0,No,22,4,4,2,6,3,2,3,2,0,0,No
56,Female,Travel_Rarely,Research & Development,27,2,Medical,4,1,3,Human Resources,2,Divorced,12199.0,5,No,20,3,4,1,37,5,1,32,31,1,32,No
19,Female,Travel_Rarely,Research & Development,9,2,Human Resources,1,3,3,Laboratory Technician,2,Divorced,5931.0,8,No,18,3,1,2,0,2,2,0,0,0,0,No
20,Male,Travel_Rarely,Research & Development,15,2,Medical,4,4,3,Manufacturing Director,2,Married,7157.0,5,Yes,18,3,3,3,0,6,3,0,0,0,0,No
54,Male,Travel_Rarely,Sales,3,4,Other,4,4,3,Manufacturing Director,3,Married,11720.0,3,No,15,3,4,3,32,5,1,32,29,4,31,No
34,Male,Travel_Rarely,Research & Development,27,1,Life Sciences,2,2,5,Research Director,3,Divorced,12422.0,8,No,13,3,2,2,13,2,3,7,5,0,6,No
19,Female,Travel_Rarely,Sales,4,3,Medical,2,1,4,Research Scientist,2,Divorced,8970.0,2,No,16,3,2,3,0,0,1,0,0,0,0,No
19,Male,Travel_Rarely,Research & Development,23,3,Other,3,1,2,Healthcare Representative,2,Single,5083.0,3,No,24,3,2,1,0,3,3,0,0,0,0,No
45,Female,Travel_Rarely,Research & Development,18,5,Marketing,4,2,3,Research Scientist,1,Single,9952.0,3,No,19,3,4,0,26,1,4,23,23,2,23,No
40,Male,Travel_Frequently,Research & Development,14,2,Life Sciences,3,4,4,Manager,1,Married,12265.0,3,No,18,4,4,2,20,4,3,16,15,5,12,No
54,Male,Travel_Rarely,Sales,15,2,Human Resources,3,3,1,Human Resources,3,Married,6370.0,5,Yes,17,3,2,0,33,1,2,27,24,0,25,No
49,Female,Travel_Rarely,Research & Development,8,2,Marketing,2,2,5,Human Resources,1,Married,14294.0,6,No,24,4,4,2,26,1,1,25,23,1,25,Yes
50,Female,Travel_Rarely,Research & Development,28,1,Technical Degree,2,3,4,Sales Executive,3,Married,14600.0,8,Yes,21,3,2,0,32,6,2,30,28,3,27,No
18,Female,Non-Travel,Sales,10,2,Technical Degree,1,3,3,Manufacturing Director,3,Married,7152.0,2,Yes,25,3,1,0,0,4,3,0,0,0,0,Yes
36,Female,Travel_Rarely,Research & Development,24,5,Life Sciences,2,1,3,Manufacturing Director,4,Married,6852.0,7,No,18,3,4,1,13,6,1,8,5,1,8,No
19,Female,Travel_Rarely,Sales,12,5,Medical,3,4,3,Sales Executive,3,Married,6413.0,7,No,14,4,1,0,1,3,3,0,0,0,0,Yes
43,Male,Travel_Rarely,Sales,21,1,Life Sciences,4,3,4,Research Scientist,1,Married,12241.0,0,No,16,3,1,2,20,5,4,18,15,3,18,No
49,Female,Travel_Rarely,Sales,9,2,Medical,3,4,3,Manager,4,Single,10925.0,4,Yes,25,3,4,0,28,0,4,22,19,3,22,No
23,Male,Travel_Rarely,Research & Development,8,4,Human Resources,3,1,4,Laboratory Technician,1,Divorced,9656.0,4,Yes,25,3,2,3,2,1,4,0,0,0,0,Yes
49,Male,Travel_Rarely,Research & Development,17,4,Technical Degree,3,2,3,Human Resources,3,Divorced,10904.0,7,Yes,24,3,3,0,28,6,3,26,26,2,22,No
21,Female,Travel_Frequently,Sales,9,3,Life Sciences,2,2,1,Laboratory Technician,3,Married,2531.0,7,Yes,15,3,1,0,3,5,3,2,1,0,0,Yes
28,Male,Travel_Rarely,Research & Development,13,1,Life Sciences,3,1,1,Laboratory Technician,2,Divorced,2803.0,1,Yes,22,3,4,3,5,1,4,0,0,0,0,No
34,Male,Travel_Frequently,Research & Development,14,4,Human Resources,1,1,2,Human Resources,3,Married,7782.0,2,No,12,3,1,3,16,3,3,11,8,0,9,No
55,Female,Travel_Rarely,Research & Development,5,3,Medical,4,3,3,Laboratory Technician,4,Single,12325.0,1,No,18,3,2,2,34,3,2,29,29,2,26,No
41,Female,Travel_Rarely,Research & Development,9,5,Technical Degree,2,1,3,Manager,3,Married,9664.0,0,No,13,4,4,3,18,2,3,13,10,1,9,No
22,Male,Travel_Rarely,Research & Development,25,3,Technical Degree,3,2,4,Manager,2,Single,8880.0,1,No,24,3,3,3,0,3,2,0,0,0,0,No
51,Male,Travel_Rarely,Research & Development,26,2,Medical,1,4,4,Sales Executive,3,Single,12656.0,5,Yes,15,3,4,2,29,3,4,25,23,1,22,No
23,Male,Travel_Rarely,Human Resources,26,2,Human Resources,4,4,3,Sales Representative,3,Single,6474.0,0,No,18,4,1,2,1,1,3,0,0,0,0,No
39,Female,Travel_Frequently,Research & Development,16,5,Medical,3,4,2,Human Resources,3,Married,8358.0,5,No,21,3,4,0,20,0,4,15,14,5,12,No
28,Female,Travel_Frequently,Sales,19,1,Human Resources,4,4,3,Human Resources,2,Single,8673.0,0,No,25,3,4,1,8,6,1,6,5,1,3,No
33,Female,Travel_Frequently,Human Resources,24,2,Medical,2,1,4,Human Resources,1,Married,9866.0,1,No,19,3,1,2,11,1,3,9,6,3,7,No
50,Male,Travel_Rarely,Human Resources,23,2,Technical Degree,2,1,3,Research Scientist,3,Single,11490.0,7,No,23,3,3,3,32,6,3,27,25,1,23,No
26,Female,Travel_Rarely,Sales,7,3,Technical Degree,1,4,4,Sales Executive,4,Single,9849.0,5,Yes,25,3,2,0,4,5,4,0,0,0,0,Yes
23,Female,Travel_Frequently,Research & Development,12,3,Life Sciences,2,1,3,Manager,2,Divorced,7590.0,8,No,19,3,4,3,4,6,4,0,0,0,0,No
33,Male,Travel_Rarely,Research & Development,26,3,Human Resources,1,3,5,Manager,4,Married,12883.0,0,Yes,24,3,3,2,10,3,4,8,7,0,7,No
46,Male,Travel_Frequently,Research & Development,2,4,Technical Degree,3,1,4,Manufacturing Director,3,Divorced,11849.0,4,Yes,15,3,2,1,27,2,1,24,24,1,22,No
20,Male,Travel_Frequently,Research & Development,18,5,Human Resources,4,3,2,Research Director,2,Single,3346.0,6,Yes,12,3,1,0,0,0,1,0,0,0,0,No
37,Female,Travel_Frequently,Research & Development,18,1,Human Resources,2,3,5,Healthcare Representative,3,Divorced,14153.0,8,No,17,3,3,2,14,2,4,14,12,0,14,No
53,Female,Travel_Rarely,Research & Development,16,3,Marketing,4,1,3,Sales Representative,4,Single,12908.0,8,No,21,3,3,2,33,4,3,26,23,1,23,No
36,Female,Non-Travel,Sales,29,1,Marketing,4,4,4,Human Resources,2,Divorced,9567.0,3,Yes,21,3,4,3,14,2,3,7,6,3,6,No
43,Female,Travel_Rarely,Sales,11,3,Medical,3,3,5,Sales Executive,1,Divorced,14725.0,3,No,17,3,1,1,25,2,4,20,19,0,19,No
20,Female,Travel_Rarely,Sales,2,2,Human Resources,3,1,2,Human Resources,1,Married,5433.0,3,No,25,3,4,2,2,5,2,1,1,0,0,No
36,Female,Travel_Rarely,Sales,14,1,Medical,2,2,4,Manufacturing Director,1,Married,9067.0,2,No,22,3,1,3,15,3,1,10,10,2,9,Yes
37,Female,Travel_Rarely,Research & Development,4,4,Medical,3,4,5,Sales Representative,3,Divorced,12134.0,7,No,23,4,2,0,14,5,1,8,5,2,8,No
49,Male,Travel_Rarely,Research & Development,7,3,Life Sciences,4,2,5,Manufacturing Director,2,Divorced,15567.0,4,No,18,3,4,3,31,3,2,26,23,2,25,No
24,Female,Travel_Frequently,Research & Development,2,5,Marketing,1,3,5,Manufacturing Director,4,Married,11062.0,6,No,18,3,1,0,4,5,4,0,0,0,0,No
58,Female,Travel_Rarely,Research & Development,21,2,Marketing,1,2,1,Manufacturing Director,4,Single,7638.0,5,No,15,3,1,3,35,3,3,35,33,3,31,No
50,Male,Travel_Rarely,Research & Development,14,3,Technical Degree,1,1,3,Manager,3,Single,12423.0,8,No,25,3,3,1,30,6,3,28,28,1,28,No
57,Male,Travel_Rarely,Research & Development,7,1,Marketing,2,4,4,Healthcare Representative,3,Single,13882.0,2,No,11,3,4,3,39,3,1,34,32,3,33,No
56,Male,Travel_Rarely,Research & Development,9,3,Technical Degree,3,3,4,Research Scientist,4,Single,14545.0,5,Yes,23,3,4,1,38,3,2,36,36,1,35,No
35,Male,Travel_Rarely,Sales,8,2,Human Resources,3,1,4,Human Resources,2,Divorced,10590.0,2,No,21,3,2,1,14,2,3,12,12,3,9,No
57,Female,Non-Travel,Sales,9,5,Life Sciences,3,4,5,Manager,3,Single,16973.0,1,Yes,23,3,1,0,39,4,1,38,37,3,37,No
18,Female,Travel_Rarely,Research & Development,7,5,Medical,3,3,3,Manager,2,Divorced,6605.0,2,No,14,3,3,3,0,3,3,0,0,0,0,Yes
28,Male,Travel_Frequently,Research & Development,19,5,Medical,4,3,2,Human Resources,4,Divorced,7523.0,1,Yes,14,4,1,3,5,4,3,5,5,3,1,No
45,Male,Travel_Frequently,Research & Development,17,2,Human Resources,1,3,4,Sales Executive,2,Single,13441.0,1,No,25,3,1,3,22,4,3,19,17,2,19,No
42,Female,Travel_Rarely,Research & Development,26,3,Technical Degree,4,3,3,Sales Representative,1,Single,8327.0,6,No,21,3,1,1,21,1,1,18,18,3,16,Yes
40,Male,Travel_Rarely,Research & Development,23,2,Other,2,2,3,Laboratory Technician,4,Single,8640.0,2,No,13,3,4,2,19,1,2,15,13,1,15,No
48,Male,Travel_Rarely,Sales,13,2,Human Resources,1,2,1,Manufacturing Director,1,Married,6000.0,7,No,18,3,1,3,30,0,4,24,21,3,21,No
47,Female,Non-Travel,Research & Development,11,3,Technical Degree,1,2,4,Sales Executive,4,Divorced,11889.0,1,No,13,3,2,3,28,6,2,23,23,2,23,No
59,Male,Travel_Rarely,Sales,22,4,Human Resources,4,3,5,Laboratory Technician,1,Single,15768.0,6,No,23,3,3,2,40,5,3,34,34,4,33,No
52,Female,Travel_Rarely,Research & Development,18,5,Life Sciences,2,2,3,Sales Representative,2,Married,11089.0,2,No,15,3,3,0,31,1,2,31,29,3,28,No
24,Male,Non-Travel,Research & Development,17,1,Human Resources,2,4,3,Manager,4,Divorced,6834.0,8,Yes,12,3,1,3,6,3,3,4,1,1,4,Yes
33,Female,Travel_Frequently,Sales,28,1,Human Resources,1,3,2,Sales Executive,4,Divorced,5698.0,6,No,16,3,3,2,14,4,1,11,10,1,8,Yes
43,Male,Travel_Rarely,Research & Development,16,3,Marketing,3,4,1,Human Resources,1,Divorced,7768.0,8,No,25,3,1,3,25,5,1,19,16,2,17,Yes
19,Female,Non-Travel,Research & Development,10,1,Technical Degree,2,4,3,Manufacturing Director,2,Single,6146.0,1,No,16,3,4,1,1,0,1,1,0,1,1,No
18,Female,Travel_Rarely,Research & Development,4,4,Life Sciences,4,2,3,Sales Representative,4,Single,6201.0,5,No,18,3,3,2,0,1,3,0,0,0,0,No
29,Male,Travel_Frequently,Sales,4,2,Medical,2,3,5,Manufacturing Director,3,Divorced,12717.0,4,No,18,3,4,1,7,2,2,5,3,3,2,No
22,Male,Travel_Rarely,Research & Development,22,5,Other,1,2,5,Sales Representative,1,Divorced,10598.0,1,Yes,11,3,4,2,0,6,4,0,0,0,0,Yes
54,Male,Travel_Rarely,Sales,11,1,Other,3,2,2,Healthcare Representative,4,Married,8751.0,3,No,15,3,2,0,36,5,4,33,32,2,30,No
49,Male,Travel_Rarely,Research & Development,21,1,Technical Degree,2,2,2,Sales Executive,2,Married,8218.0,3,Yes,12,3,2,1,27,0,1,22,22,4,18,No
26,Male,Travel_Rarely,Research & Development,25,3,Human Resources,1,3,2,Manufacturing Director,2,Divorced,6958.0,7,Yes,20,4,3,3,5,3,4,0,0,0,0,Yes
58,Female,Travel_Rarely,Sales,8,3,Marketing,2,3,5,Laboratory Technician,2,Married,16417.0,6,No,22,4,1,2,39,5,3,34,32,1,32,No
52,Female,Travel_Rarely,Sales,9,2,Human Resources,3,2,5,Manager,2,Divorced,14529.0,4,No,15,3,1,3,29,4,2,25,24,3,21,No
36,Female,Travel_Rarely,Sales,16,5,Technical Degree,4,4,1,Manager,1,Married,5128.0,8,Yes,20,3,1,0,17,3,4,13,11,0,11,Yes
33,Female,Travel_Rarely,Research & Development,10,1,Other,1,4,4,Sales Executive,4,Divorced,10025.0,0,No,22,3,1,2,10,3,4,7,7,2,4,No
20,Male,Travel_Frequently,Sales,23,2,Other,1,3,4,Research Scientist,1,Single,11415.0,3,No,19,3,2,0,1,5,2,0,0,0,0,Yes
37,Female,Travel_Rarely,Research & Development,9,5,Human Resources,3,1,1,Research Scientist,1,Divorced,3592.0,4,No,14,3,1,2,14,2,4,14,14,1,10,No
41,Female,Travel_Rarely,Sales,3,2,Human Resources,1,2,4,Manufacturing Director,2,Single,13660.0,7,No,18,3,1,1,22,2,2,17,17,2,14,No
50,Female,Travel_Frequently,Research & Development,25,1,Human Resources,3,2,5,Human Resources,3,Divorced,16697.0,2,No,11,3,4,3,31,5,3,31,30,2,31,No
41,Male,Travel_Rarely,Research & Development,2,3,Medical,1,1,4,Research Scientist,2,Single,11757.0,4,Yes,18,3,1,1,22,5,3,15,13,0,12,No
28,Male,Non-Travel,Research & Development,9,3,Marketing,3,3,5,Research Director,3,Married,12347.0,2,No,16,4,1,1,9,5,3,9,9,3,7,No
25,Female,Travel_Frequently,Research & Development,13,3,Marketing,2,4,1,Sales Executive,1,Single,1873.0,6,Yes,18,3,2,1,4,6,1,0,0,0,0,Yes
53,Male,Travel_Rarely,Sales,6,4,Other,2,3,2,Research Director,2,Married,9165.0,2,No,16,3,3,1,35,6,3,32,32,4,31,No
55,Female,Non-Travel,Human Resources,4,2,Other,2,4,1,Laboratory Technician,2,Divorced,7100.0,6,No,21,3,4,2,35,4,4,35,35,5,32,No
57,Male,Travel_Rarely,Research & Development,28,1,Technical Degree,1,4,4,Healthcare Representative,1,Married,14192.0,1,No,13,3,4,3,35,1,1,30,29,3,30,No
37,Male,Travel_Rarely,Research & Development,14,2,Technical Degree,3,3,5,Sales Executive,2,Married,12279.0,6,Yes,25,3,3,2,17,3,1,15,14,2,13,No
52,Male,Travel_Rarely,Research & Development,28,3,Medical,3,2,4,Sales Executive,4,Married,13880.0,8,Yes,22,3,4,2,32,5,1,28,25,0,25,No
42,Female,Travel_Rarely,Research & Development,29,2,Other,4,2,4,Manager,3,Divorced,11519.0,4,No,25,3,1,2,19,6,3,17,14,3,14,No
52,Male,Travel_Rarely,Research & Development,11,5,Technical Degree,2,2,2,Laboratory Technician,3,Single,9858.0,5,No,21,3,1,1,34,1,1,34,34,1,33,No
42,Female,Travel_Frequently,Research & Development,2,2,Medical,4,4,4,Research Director,3,Married,12143.0,2,No,18,3,3,0,19,4,3,17,15,1,15,Yes
46,Male,Travel_Rarely,Sales,29,4,Marketing,2,2,2,Manufacturing Director,2,Divorced,8397.0,4,No,15,3,2,1,28,3,3,23,23,1,23,No
35,Female,Non-Travel,Research & Development,26,4,Other,4,4,5,Manager,4,Married,13989.0,4,No,22,3,2,2,17,1,1,12,10,1,11,No
35,Female,Travel_Frequently,Research & Development,3,3,Life Sciences,2,2,5,Human Resources,2,Single,13322.0,2,Yes,20,3,4,1,16,3,1,16,16,2,13,Yes
19,Female,Travel_Frequently,Research & Development,5,1,Other,3,3,2,Research Director,3,Married,5069.0,7,Yes,15,3,2,3,0,2,4,0,0,0,0,No
52,Female,Travel_Rarely,Research & Development,25,5,Technical Degree,2,1,1,Manufacturing Director,2,Married,7435.0,5,No,25,3,2,3,33,5,1,31,28,1,30,No
33,Female,Travel_Rarely,Research & Development,7,1,Other,1,4,5,Research Director,3,Married,12963.0,2,No,22,3,2,1,12,2,3,9,7,0,5,No
58,Female,Travel_Frequently,Sales,11,1,Life Sciences,2,3,1,Sales Representative,1,Single,7358.0,0,Yes,17,3,2,1,35,0,4,32,32,5,31,No
53,Male,Travel_Frequently,Research & Development,12,5,Other,2,4,5,Healthcare Representative,3,Single,16966.0,0,Yes,16,3,2,0,32,4,4,25,23,0,24,No
50,Female,Non-Travel,Research & Development,29,4,Technical Degree,3,4,5,Sales Representative,1,Divorced,15415.0,1,No,19,3,2,1,27,5,3,26,23,0,24,No
21,Male,Non-Travel,Research & Development,11,3,Marketing,1,3,3,Sales Representative,1,Married,5561.0,4,Yes,17,3,2,1,1,1,1,1,1,1,0,Yes
50,Female,Travel_Rarely,Research & Development,19,2,Technical Degree,3,2,4,Research Scientist,1,Married,12875.0,6,No,13,3,4,0,30,3,1,26,26,1,26,No
31,Female,Non-Travel,Sales,13,4,Medical,4,4,4,Sales Representative,3,Married,10094.0,0,No,21,3,1,1,10,6,2,5,3,3,2,No
38,Male,Travel_Rarely,Sales,4,3,Technical Degree,4,1,1,Laboratory Technician,4,Married,4749.0,0,Yes,21,3,2,1,17,0,1,12,11,1,10,Yes
37,Female,Travel_Rarely,Research & Development,14,4,Medical,1,1,4,Research Director,3,Single,11059.0,3,Yes,22,3,1,1,14,4,2,14,12,0,13,Yes
25,Male,Travel_Rarely,Research & Development,12,5,Other,4,3,1,Research Director,2,Single,2250.0,5,No,15,4,3,1,6,4,4,0,0,0,0,Yes
24,Female,Travel_Frequently,Research & Development,27,1,Medical,1,1,5,Human Resources,2,Married,11089.0,8,No,19,4,1,1,1,4,4,0,0,0,0,No
20,Male,Non-Travel,Research & Development,2,5,Human Resources,2,3,3,Manufacturing Director,4,Married,6467.0,0,No,21,3,3,2,1,1,4,0,0,0,0,No
34,Male,Travel_Rarely,Research & Development,8,2,Other,4,3,3,Laboratory Technician,4,Married,9676.0,4,No,23,3,4,1,14,5,2,8,5,0,8,No
50,Female,Travel_Rarely,Research & Development,22,5,Medical,2,4,5,Human Resources,4,Married,14904.0,8,No,25,4,1,0,32,2,3,25,22,3,24,No
29,Male,Non-Travel,Research & Development,19,1,Technical Degree,3,3,2,Human Resources,1,Divorced,5584.0,7,No,20,3,3,1,8,0,3,4,3,1,0,No
39,Male,Travel_Rarely,Research & Development,13,4,Life Sciences,4,3,2,Research Scientist,4,Divorced,6783.0,6,No,24,3,1,2,20,1,4,15,15,1,11,No
39,Female,Travel_Rarely,Research & Development,21,3,Other,3,2,4,Manager,4,Married,12877.0,1,Yes,12,3,4,0,16,3,2,16,14,0,14,No
47,Female,Travel_Rarely,Research & Development,21,2,Medical,3,4,1,Laboratory Technician,4,Married,7381.0,8,No,11,4,1,0,27,1,2,20,18,3,20,No
55,Female,Travel_Rarely,Sales,28,4,Life Sciences,1,1,3,Healthcare Representative,3,Married,10522.0,7,No,21,4,3,1,36,3,4,31,28,1,28,No
55,Male,Non-Travel,Research & Development,1,3,Medical,3,2,4,Research Scientist,2,Divorced,12883.0,8,No,18,3,2,3,32,3,1,29,27,0,29,No
25,Male,Travel_Rarely,Research & Development,29,1,Medical,1,2,5,Manufacturing Director,2,Single,12384.0,8,No,18,3,2,2,4,4,4,2,0,2,0,No
44,Male,Travel_Rarely,Research & Development,5,5,Medical,1,4,3,Laboratory Technician,4,Divorced,10462.0,8,No,12,3,2,3,23,1,2,21,20,3,19,No
44,Female,Travel_Rarely,Sales,22,4,Technical Degree,1,4,1,Research Scientist,2,Divorced,5883.0,2,No,24,3,4,1,22,2,1,15,14,1,14,Yes
51,Female,Travel_Rarely,Sales,26,3,Medical,1,2,1,Manager,3,Married,7322.0,6,Yes,23,3,2,2,33,3,3,28,28,5,28,Yes
38,Male,Travel_Rarely,Research & Development,26,3,Life Sciences,1,4,2,Laboratory Technician,2,Married,7656.0,0,Yes,18,3,4,3,16,6,1,15,14,3,11,Yes
47,Female,Non-Travel,Research & Development,27,5,Human Resources,2,4,4,Manufacturing Director,1,Single,13553.0,8,No,15,3,2,2,27,4,3,23,22,3,20,No
50,Female,Travel_Frequently,Research & Development,11,4,Medical,1,3,5,Manager,3,Married,15388.0,8,Yes,12,4,4,1,31,2,2,25,25,4,23,No
45,Female,Non-Travel,Research & Development,11,4,Human Resources,4,4,3,Healthcare Representative,2,Married,9271.0,2,No,17,3,4,2,25,1,4,21,19,1,20,No
50,Female,Non-Travel,Sales,13,1,Marketing,1,3,1,Manufacturing Director,2,Single,4729.0,4,No,17,3,1,1,27,2,4,23,20,2,23,No
22,Female,Travel_Rarely,Research & Development,2,4,Other,2,2,3,Manufacturing Director,3,Married,6657.0,7,No,13,3,2,3,1,1,4,0,0,0,0,No
36,Male,Travel_Rarely,Research & Development,19,5,Technical Degree,4,2,5,Research Scientist,2,Married,11444.0,5,No,24,4,1,2,14,3,4,11,9,2,10,No
21,Male,Travel_Rarely,Research & Development,16,4,Marketing,4,1,3,Manufacturing Director,2,Married,6826.0,8,No,11,3,3,0,0,0,4,0,0,0,0,No
52,Female,Travel_Rarely,Human Resources,26,1,Marketing,2,4,4,Research Director,4,Divorced,13023.0,2,Yes,21,3,2,1,30,0,2,28,26,3,24,No
34,Female,Travel_Rarely,Sales,5,3,Life Sciences,4,2,2,Healthcare Representative,1,Married,8250.0,6,Yes,14,4,2,2,14,5,2,11,10,3,8,No
45,Male,Travel_Rarely,Research & Development,14,4,Life Sciences,2,3,3,Research Director,3,Divorced,10509.0,5,No,12,3,2,0,24,5,4,24,24,2,20,No
47,Male,Travel_Rarely,Research & Development,29,5,Human Resources,3,2,2,Manager,4,Married,8574.0,4,Yes,14,4,2,0,28,3,1,24,24,3,22,No
46,Male,Travel_Rarely,Sales,19,4,Human Resources,3,4,5,Healthcare Representative,2,Married,12995.0,3,No,18,4,1,0,23,2,4,19,19,1,16,No
23,Male,Travel_Rarely,Research & Development,5,2,Technical Degree,1,1,2,Manufacturing Director,3,Divorced,3864.0,4,Yes,12,4,1,0,4,1,3,4,1,3,0,No
52,Male,Travel_Rarely,Research & Development,21,1,Technical Degree,1,1,3,Human Resources,3,Divorced,12013.0,3,No,11,3,4,1,32,0,3,28,26,5,28,No
58,Female,Travel_Rarely,Research & Development,24,3,Other,1,2,3,Healthcare Representative,1,Married,11568.0,2,No,21,4,1,2,35,1,3,35,35,0,31,No
54,Male,Travel_Rarely,Research & Development,26,2,Medical,1,1,1,Manager,1,Single,9282.0,6,Yes,24,3,4,0,32,3,3,29,29,1,27,Yes
41,Male,Travel_Rarely,Sales,9,5,Technical Degree,2,4,3,Sales Representative,3,Married,9975.0,5,No,25,3,3,2,23,2,4,21,21,2,20,No
46,Male,Travel_Rarely,Research & Development,24,4,Technical Degree,3,4,2,Sales Executive,1,Divorced,8452.0,3,No,25,3,1,2,26,6,3,26,24,0,25,Yes
48,Male,Travel_Frequently,Research & Development,12,1,Human Resources,2,1,1,Human Resources,1,Married,5215.0,8,No,13,3,4,3,28,1,1,27,24,2,23,No
52,Female,Travel_Rarely,Research & Development,16,4,Medical,4,3,3,Research Director,2,Married,12103.0,0,No,20,3,2,2,31,2,4,24,23,0,23,No
50,Female,Travel_Rarely,Research & Development,19,4,Other,4,1,3,Healthcare Representative,1,Divorced,10417.0,0,No,17,3,3,1,31,6,3,24,21,2,20,No
38,Male,Travel_Rarely,Sales,15,4,Life Sciences,4,1,5,Laboratory Technician,1,Single,14172.0,8,No,23,3,4,1,18,0,4,18,18,1,16,No
49,Male,Travel_Rarely,Research & Development,17,4,Other,4,2,1,Healthcare Representative,4,Single,7281.0,6,No,22,3,3,0,29,1,4,22,19,3,21,No
40,Female,Travel_Rarely,Research & Development,15,1,Medical,4,3,5,Healthcare Representative,2,Divorced,13786.0,1,No,16,3,2,2,18,4,4,14,11,2,14,No
50,Male,Travel_Rarely,Research & Development,3,2,Life Sciences,3,1,5,Human Resources,2,Divorced,16781.0,4,Yes,16,3,2,1,28,0,2,22,21,5,18,No
20,Male,Travel_Rarely,Research & Development,17,5,Life Sciences,2,2,5,Sales Representative,3,Married,10450.0,3,No,17,3,4,1,0,2,3,0,0,0,0,Yes
35,Female,Travel_Rarely,Sales,13,2,Life Sciences,4,2,4,Research Scientist,1,Divorced,12858.0,0,No,18,3,4,1,17,3,2,10,8,1,8,No
42,Female,Travel_Rarely,Research & Development,27,1,Other,1,2,5,Healthcare Representative,4,Divorced,13006.0,8,No,13,3,2,0,21,4,1,18,15,1,16,No
59,Male,Travel_Rarely,Research & Development,9,5,Human Resources,3,4,2,Human Resources,4,Married,11269.0,5,No,13,3,4,1,41,5,1,36,33,3,36,No
48,Male,Travel_Rarely,Research & Development,28,3,Medical,1,2,3,Research Scientist,2,Married,10222.0,5,No,20,3,2,2,25,1,2,22,20,0,20,No
20,Female,Travel_Frequently,Sales,13,2,Other,3,2,4,Research Director,1,Married,8163.0,3,No,23,4,1,1,0,5,3,0,0,0,0,Yes
57,Female,Travel_Rarely,Sales,16,1,Other,3,4,5,Laboratory Technician,4,Single,15205.0,1,No,18,3,4,1,38,0,4,32,31,1,31,No
